source,target,correlation,direct,cor
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9618;s__GGB9618_SGB15064,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,0.841691104740461,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB6128;s__GGB6128_SGB8774,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB79964;s__GGB79964_SGB15109,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB34228;s__GGB34228_SGB53814,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_SGB2302,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_SGB4648,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Gemella;s__Gemella_asaccharolytica,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_SGB4708,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_hominis,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__GGB3328;s__GGB3328_SGB4406,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,0.821647790528425,undirected,+
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia_vaginalis,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_SGB4872,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_SGB14313,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,0.910393264232911,undirected,+
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__GGB9787;s__GGB9787_SGB15410,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_gauvreauii,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia_sanguinegens,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_SGB15407,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_massiliense,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_hutchinsoni,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Mageeibacillus;s__Mageeibacillus_indolicus,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__GGB9747;s__GGB9747_SGB15355,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__Anaerotruncus_massiliensis,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9743;s__GGB9743_SGB15349,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9537;s__GGB9537_SGB14940,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,0.812606572354812,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercorirosoris,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_champanellensis,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__GGB9697;s__GGB9697_SGB15213,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_guodeyinii,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9813;s__GGB9813_SGB15447,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,0.875914182733706,undirected,+
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera_stadtmanae,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Baileyella;s__Baileyella_intestinalis,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_OM02_2AC,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_unclassified_SGB15090,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_NSJ_50,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_BX7,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_unclassified_SGB4197,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_NSJ_32,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_KA00274,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Ruminococcaceae_bacterium_Marseille_P2935,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenellaceae_unclassified;s__Christensenellaceae_bacterium_NSJ_44,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellia_unclassified;f__Tissierellia_unclassified;g__Tissierellia_unclassified;s__Tissierellia_bacterium_KA00581,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacteriaceae_unclassified;s__Bifidobacteriaceae_bacterium_NR047,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neochristensenella;s__Candidatus_Neochristensenella_gallicola,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_unclassified;g__Coriobacteriales_unclassified;s__Coriobacteriales_bacterium_DNF00809,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB76782;o__OFGB76782;f__FGB76782;g__GGB45596;s__GGB45596_SGB63306,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__CFGB35473;o__OFGB35473;f__FGB35473;g__GGB1102;s__GGB1102_SGB1416,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Bacteria_unclassified;c__CFGB2992;o__OFGB2992;f__FGB2992;g__GGB9412;s__GGB9412_SGB14767,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__GGB6580;s__GGB6580_SGB9301,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__GGB80093;s__GGB80093_SGB1810,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_SGB8255,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_AM10_21B,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp_N37,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17132,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ICM47,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ICM58,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17163,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia_mirabilis,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9817;s__GGB9817_SGB57321,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB48144;s__GGB48144_SGB66146,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus_dolichus,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Sanguibacteroides;s__Sanguibacteroides_justesenii,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neoruminococcus;s__Candidatus_Neoruminococcus_faecicola,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Metaruminococcus;s__Candidatus_Metaruminococcus_caecorum,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB73062;o__OFGB73062;f__FGB73062;g__GGB9059;s__GGB9059_SGB13976,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB15209;o__OFGB15209;f__FGB15209;g__GGB9293;s__GGB9293_SGB14250,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10477;o__OFGB10477;f__FGB10477;g__GGB9345;s__GGB9345_SGB14311,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,0.861744013254707,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB73223;o__OFGB73223;f__FGB73223;g__GGB9249;s__GGB9249_SGB14193,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB9258;s__GGB9258_SGB14205,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__CFGB1670;o__OFGB1670;f__FGB1670;g__GGB47687;s__GGB47687_SGB2286,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,0.868939878784314,undirected,+
k__Bacteria;p__Proteobacteria;c__CFGB2429;o__OFGB2429;f__FGB2429;g__GGB80073;s__GGB80073_SGB9385,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB13402;s__GGB13402_SGB14203,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB76465;o__OFGB76465;f__FGB76465;g__GGB80140;s__GGB80140_SGB15224,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6518;s__GGB6518_SGB9205,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB9691;s__GGB9691_SGB15198,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6308,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB9060;s__GGB9060_SGB13977,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4549;s__GGB4549_SGB6271,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4559;s__GGB4559_SGB6293,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4653;s__GGB4653_SGB6440,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3341;s__GGB3341_SGB4420,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_schinkii,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9677;s__GGB9677_SGB15180,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9634;s__GGB9634_SGB15101,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9710;s__GGB9710_SGB15239,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9640;s__GGB9640_SGB15115,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9708;s__GGB9708_SGB15233,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9618;s__GGB9618_SGB15064,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,0.841691104740461,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB6128;s__GGB6128_SGB8774,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB79964;s__GGB79964_SGB15109,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB34228;s__GGB34228_SGB53814,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,1,undirected,+
